1.000000e-05 4.215595e+01 4.215595e+01 
1.012951e-05 4.268379e+01 4.268379e+01 
1.026070e-05 4.321824e+01 4.321824e+01 
1.039359e-05 4.375938e+01 4.375938e+01 
1.052820e-05 4.430730e+01 4.430730e+01 
1.066455e-05 4.486212e+01 4.486212e+01 
1.080267e-05 4.542399e+01 4.542399e+01 
1.094258e-05 4.599279e+01 4.599279e+01 
1.108430e-05 4.656880e+01 4.656880e+01 
1.122786e-05 4.715203e+01 4.715203e+01 
1.137327e-05 4.774241e+01 4.774241e+01 
1.152057e-05 4.834032e+01 4.834032e+01 
1.166978e-05 4.894568e+01 4.894568e+01 
1.182091e-05 4.955859e+01 4.955859e+01 
1.197401e-05 5.017922e+01 5.017922e+01 
1.212909e-05 5.080765e+01 5.080765e+01 
1.228617e-05 5.144397e+01 5.144397e+01 
1.244530e-05 5.208818e+01 5.208818e+01 
1.260648e-05 5.274046e+01 5.274046e+01 
1.276975e-05 5.340094e+01 5.340094e+01 
1.293513e-05 5.406969e+01 5.406969e+01 
1.310266e-05 5.474687e+01 5.474687e+01 
1.327235e-05 5.543254e+01 5.543254e+01 
1.344425e-05 5.612687e+01 5.612687e+01 
1.361837e-05 5.682963e+01 5.682963e+01 
1.379474e-05 5.754141e+01 5.754141e+01 
1.397340e-05 5.826204e+01 5.826204e+01 
1.415437e-05 5.899166e+01 5.899166e+01 
1.433769e-05 5.973047e+01 5.973047e+01 
1.452338e-05 6.047857e+01 6.047857e+01 
1.471148e-05 6.123597e+01 6.123597e+01 
1.490201e-05 6.200298e+01 6.200298e+01 
1.509501e-05 6.277946e+01 6.277946e+01 
1.529051e-05 6.356571e+01 6.356571e+01 
1.548854e-05 6.436188e+01 6.436188e+01 
1.568914e-05 6.516791e+01 6.516791e+01 
1.589233e-05 6.598417e+01 6.598417e+01 
1.609815e-05 6.681061e+01 6.681061e+01 
1.630665e-05 6.764724e+01 6.764724e+01 
1.651784e-05 6.849461e+01 6.849461e+01 
