# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_fld            13:(.)w_fld              14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_tot            17:(.)p_tot              18:(.)p_tot_prime        19:gr.fac. D             20:gr.fac. f          
       1.000000000000e+14       7.559518509164e-26       4.634785000235e-09       2.157256292800e+22       1.411755981297e+04       1.411755981297e-10       1.411755981297e+18       2.676317464534e-09       2.751560535470e+44       1.997874440650e+33       1.298618386422e+34       1.907412926421e+13      -5.000000000000e-01       1.902194177205e+44       4.653754712825e+44       4.653754712825e+44       1.551251570892e+44      -1.338578885209e+53       6.437917086335e-06       2.000000000000e+00 
       9.893085837570e+13       7.723792194302e-26       4.685716703534e-09       2.111374631022e+22       1.411755981297e+04       1.427012768792e-10       1.396662310467e+18       2.705240315318e-09       2.635761930281e+44       1.934476786707e+33       1.257409911360e+34       1.876905415161e+13      -5.000000000000e-01       1.822140902098e+44       4.457902832525e+44       4.457902832525e+44       1.485967610793e+44      -1.268536174642e+53       6.576319171553e-06       1.957908951289e+00 
       9.787314738953e+13       7.891635653307e-26       4.736648406833e-09       2.066468804566e+22       1.411755981296e+04       1.442434435747e-10       1.381730012355e+18       2.734475733600e-09       2.524836674885e+44       1.873090902095e+33       1.217509086362e+34       1.846885846853e+13      -5.000000000000e-01       1.745456645219e+44       4.270293320244e+44       4.270293320244e+44       1.423431106701e+44      -1.202158531079e+53       6.714721256766e-06       1.917553042054e+00 
       9.682674483178e+13       8.063126469497e-26       4.787580110133e-09       2.022518058852e+22       1.411755981296e+04       1.458022764009e-10       1.366957361657e+18       2.764027097827e-09       2.418579675807e+44       1.813652948239e+33       1.178874416355e+34       1.817346416981e+13      -5.000000000000e-01       1.671999622440e+44       4.090579298382e+44       4.090579298382e+44       1.363526432749e+44      -1.139254175589e+53       6.853123341980e-06       1.878827146371e+00 
       9.579152979933e+13       8.238343901599e-26       4.838511813432e-09       1.979502080720e+22       1.411755981296e+04       1.473779554679e-10       1.352342651517e+18       2.793897822375e-09       2.316794470871e+44       1.756101112325e+33       1.141465723011e+34       1.788279446216e+13      -5.000000000000e-01       1.601634016574e+44       3.918428487576e+44       3.918428487576e+44       1.306142829148e+44      -1.079641364297e+53       6.991525427192e-06       1.841634462529e+00 
       9.476738268169e+13       8.417368932862e-26       4.891262506135e-09       1.937400989043e+22       1.411755981296e+04       1.489706628322e-10       1.337884193327e+18       2.824091358602e-09       2.219292865953e+44       1.700375543019e+33       1.105244102963e+34       1.759677377851e+13      -5.000000000000e-01       1.534229726263e+44       3.753522592343e+44       3.753522592343e+44       1.251174197405e+44      -1.023147863294e+53       7.129927512405e-06       1.805885704998e+00 
       9.375418514718e+13       8.600284306326e-26       4.944013198838e-09       1.896195325532e+22       1.411755981296e+04       1.505805825180e-10       1.323580316531e+18       2.854611195127e-09       2.125894587024e+44       1.646418288221e+33       1.070171887344e+34       1.731532776096e+13      -5.000000000000e-01       1.469662125423e+44       3.595556712570e+44       3.595556712570e+44       1.198518904149e+44      -9.696104510072e+52       7.268329597616e-06       1.771498388899e+00 
       9.275182012925e+13       8.787174560559e-26       4.998582880944e-09       1.855866045752e+22       1.411755981296e+04       1.522079005381e-10       1.309429368436e+18       2.885460858240e-09       2.036426946831e+44       1.594173234800e+33       1.036212602620e+34       1.703838324231e+13      -5.000000000000e-01       1.407811832824e+44       3.444238779775e+44       3.444238779775e+44       1.148079593218e+44      -9.188744466279e+52       7.406731682827e-06       1.738396194623e+00 
       9.176017181296e+13       8.978126071391e-26       5.051333573647e-09       1.816394510311e+22       1.411755981296e+04       1.538528049156e-10       1.295429714017e+18       2.916643912356e-09       1.950724525616e+44       1.543586050236e+33       1.003330932653e+34       1.676586822528e+13      -5.000000000000e-01       1.348564491358e+44       3.299289017089e+44       3.299289017089e+44       1.099763005658e+44      -8.707932632003e+52       7.545133768036e-06       1.706508402337e+00 
       9.077912562158e+13       9.173227092858e-26       5.105903255753e-09       1.777762476253e+22       1.411755981296e+04       1.555154857055e-10       1.281579735731e+18       2.948163960422e-09       1.868628865258e+44       1.494604126121e+33       9.714926819786e+33       1.649771186350e+13      -5.000000000000e-01       1.291810556602e+44       3.160439421972e+44       3.160439421972e+44       1.053479807287e+44      -8.252279841036e+52       7.683535853244e-06       1.675769387657e+00 
