# Matter power spectrum P(k) at redshift z=1
# for k=1.0561e-05 to 30.219 h/Mpc,
# number of wavenumbers equal to 1160
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.056098367146e-05       1.645302658674e+01 
       1.068327409882e-05       1.663722450642e+01 
       1.080698058260e-05       1.682347561233e+01 
       1.093211951994e-05       1.701182174261e+01 
       1.105870749788e-05       1.720226789034e+01 
       1.118676129553e-05       1.739485200104e+01 
       1.131629788627e-05       1.758958762259e+01 
       1.144733444003e-05       1.778650419546e+01 
       1.157988832558e-05       1.798562781698e+01 
       1.171397711278e-05       1.818697748398e+01 
       1.184961857496e-05       1.839058314260e+01 
       1.198683069124e-05       1.859647154343e+01 
       1.212563164895e-05       1.880465709268e+01 
       1.226603984601e-05       1.901517866266e+01 
       1.240807389335e-05       1.922805579202e+01 
       1.255175261745e-05       1.944331855864e+01 
       1.269709506277e-05       1.966098529128e+01 
       1.284412049428e-05       1.988109177380e+01 
       1.299284840006e-05       2.010366387158e+01 
       1.314329849381e-05       2.032872746363e+01 
       1.329549071754e-05       2.055630738423e+01 
       1.344944524417e-05       2.078643805650e+01 
       1.360518248020e-05       2.101914785497e+01 
       1.376272306842e-05       2.125445928722e+01 
       1.392208789068e-05       2.149240133100e+01 
       1.408329807062e-05       2.173300974092e+01 
       1.424637497645e-05       2.197631299387e+01 
       1.441134022386e-05       2.222234360042e+01 
       1.457821567881e-05       2.247112369142e+01 
       1.474702346045e-05       2.272269001284e+01 
       1.491778594408e-05       2.297707230998e+01 
       1.509052576408e-05       2.323430081154e+01 
       1.526526581693e-05       2.349441291723e+01 
       1.544202926422e-05       2.375743079064e+01 
       1.562083953576e-05       2.402339588130e+01 
       1.580172033267e-05       2.429233958013e+01 
       1.598469563049e-05       2.456429901111e+01 
       1.616978968240e-05       2.483929231751e+01 
       1.635702702242e-05       2.511736990945e+01 
       1.654643246865e-05       2.539856004863e+01 
       1.673803112659e-05       2.568289863010e+01 
       1.693184839242e-05       2.597041933865e+01 
       1.712790995641e-05       2.626115953673e+01 
       1.732624180632e-05       2.655515367079e+01 
       1.752687023082e-05       2.685244400136e+01 
       1.772982182297e-05       2.715305920397e+01 
       1.793512348381e-05       2.745703489889e+01 
       1.814280242583e-05       2.776441663286e+01 
       1.835288617667e-05       2.807524215314e+01 
       1.856540258269e-05       2.838954428949e+01 
       1.878037981271e-05       2.870736591379e+01 
       1.899784636174e-05       2.902874337908e+01 
       1.921783105472e-05       2.935371968704e+01 
       1.944036305039e-05       2.968233601173e+01 
       1.966547184513e-05       3.001462899965e+01 
       1.989318727686e-05       3.035064080796e+01 
       2.012353952902e-05       3.069041669707e+01 
       2.035655913454e-05       3.103399481867e+01 
       2.059227697993e-05       3.138141948090e+01 
       2.083072430932e-05       3.173273399983e+01 
       2.107193272866e-05       3.208797968410e+01 
       2.131593420986e-05       3.244720271058e+01 
       2.156276109505e-05       3.281044792689e+01 
       2.181244610087e-05       3.317775815760e+01 
       2.206502232279e-05       3.354918099065e+01 
       2.232052323952e-05       3.392476130249e+01 
       2.257898271743e-05       3.430454610787e+01 
       2.284043501504e-05       3.468858265593e+01 
       2.310491478758e-05       3.507691771408e+01 
       2.337245709154e-05       3.546959958965e+01 
       2.364309738937e-05       3.586667866910e+01 
       2.391687155415e-05       3.626820176276e+01 
       2.419381587435e-05       3.667421974531e+01 
       2.447396705864e-05       3.708478271883e+01 
       2.475736224076e-05       3.749994162649e+01 
       2.504403898442e-05       3.791974710925e+01 
       2.533403528832e-05       3.834425334505e+01 
       2.562738959116e-05       3.877351110415e+01 
       2.592414077673e-05       3.920757370077e+01 
       2.622432817909e-05       3.964649524433e+01 
       2.652799158773e-05       4.009033042011e+01 
       2.683517125293e-05       4.053913335123e+01 
       2.714590789101e-05       4.099296058480e+01 
       2.746024268978e-05       4.145186786200e+01 
       2.777821731397e-05       4.191591194157e+01 
       2.809987391078e-05       4.238515033226e+01 
       2.842525511544e-05       4.285964123336e+01 
       2.875440405687e-05       4.333944372228e+01 
       2.908736436342e-05       4.382461700747e+01 
       2.942418016861e-05       4.431522120068e+01 
       2.976489611700e-05       4.481131700297e+01 
       3.010955737014e-05       4.531296603994e+01 
       3.045820961249e-05       4.582023028890e+01 
       3.081089905754e-05       4.633317265111e+01 
       3.116767245388e-05       4.685185666824e+01 
       3.152857709145e-05       4.737634655755e+01 
       3.189366080776e-05       4.790670737132e+01 
       3.226297199426e-05       4.844300504042e+01 
       3.263655960276e-05       4.898530457697e+01 
       3.301447315188e-05       4.953367570996e+01 
       3.339676273366e-05       5.008818455133e+01 
       3.378347902016e-05       5.064889862528e+01 
       3.417467327021e-05       5.121589019070e+01 
       3.457039733619e-05       5.178922813216e+01 
       3.497070367090e-05       5.236898451047e+01 
       3.537564533449e-05       5.295522856651e+01 
       3.578527600155e-05       5.354803504313e+01 
       3.619964996819e-05       5.414747725707e+01 
       3.661882215922e-05       5.475362792346e+01 
       3.704284813547e-05       5.536656434252e+01 
       3.747178410111e-05       5.598636066886e+01 
       3.790568691114e-05       5.661309363919e+01 
       3.834461407892e-05       5.724684247240e+01 
       3.878862378376e-05       5.788768450153e+01 
       3.923777487867e-05       5.853569900373e+01 
       3.969212689814e-05       5.919096567966e+01 
       4.015174006603e-05       5.985356807867e+01 
       4.061667530358e-05       6.052358553809e+01 
       4.108699423745e-05       6.120110099211e+01 
       4.156275920790e-05       6.188620133821e+01 
       4.204403327706e-05       6.257896823987e+01 
       4.253088023730e-05       6.327948905997e+01 
       4.302336461964e-05       6.398785022130e+01 
       4.352155170236e-05       6.470413935310e+01 
       4.402550751961e-05       6.542844508908e+01 
       4.453529887021e-05       6.616085715947e+01 
       4.505099332642e-05       6.690146609795e+01 
       4.557265924301e-05       6.765036363053e+01 
       4.610036576622e-05       6.840764272856e+01 
       4.663418284297e-05       6.917339694209e+01 
       4.717418123015e-05       6.994772089465e+01 
       4.772043250395e-05       7.073071070249e+01 
       4.827300906939e-05       7.152246326320e+01 
       4.883198416990e-05       7.232307572915e+01 
       4.939743189702e-05       7.313264853139e+01 
       4.996942720022e-05       7.395128138644e+01 
       5.054804589688e-05       7.477907547136e+01 
       5.113336468227e-05       7.561613238990e+01 
       5.172546113977e-05       7.646255778714e+01 
       5.232441375111e-05       7.731845442978e+01 
       5.293030190681e-05       7.818392883219e+01 
       5.354320591671e-05       7.905908829558e+01 
       5.416320702055e-05       7.994404121476e+01 
       5.479038739881e-05       8.083889661525e+01 
       5.542483018358e-05       8.174376530010e+01 
       5.606661946955e-05       8.265875958660e+01 
       5.671584032521e-05       8.358399286159e+01 
       5.737257880406e-05       8.451957813398e+01 
       5.803692195610e-05       8.546563308958e+01 
       5.870895783927e-05       8.642227330440e+01 
       5.938877553122e-05       8.738961811280e+01 
       6.007646514103e-05       8.836778586665e+01 
       6.077211782123e-05       8.935689885498e+01 
       6.147582577982e-05       9.035707859863e+01 
       6.218768229253e-05       9.136844876647e+01 
       6.290778171516e-05       9.239113443385e+01 
       6.363621949612e-05       9.342526276227e+01 
       6.437309218905e-05       9.447096113956e+01 
       6.511849746562e-05       9.552835861333e+01 
       6.587253412850e-05       9.659758651795e+01 
       6.663530212442e-05       9.767877599856e+01 
       6.740690255747e-05       9.877206168211e+01 
       6.818743770243e-05       9.987757857051e+01 
       6.897701101841e-05       1.009954626254e+02 
       6.977572716248e-05       1.021258528421e+02 
       7.058369200361e-05       1.032688878269e+02 
       7.140101263666e-05       1.044247095156e+02 
       7.222779739660e-05       1.055934609049e+02 
       7.306415587285e-05       1.067752863291e+02 
       7.391019892381e-05       1.079703314315e+02 
       7.476603869159e-05       1.091787438710e+02 
       7.563178861681e-05       1.104006733825e+02 
       7.650756345370e-05       1.116362703999e+02 
       7.739347928525e-05       1.128856874853e+02 
       7.828965353864e-05       1.141490788584e+02 
       7.919620500082e-05       1.154266011310e+02 
       8.011325383418e-05       1.167184114558e+02 
       8.104092159257e-05       1.180246700404e+02 
       8.197933123733e-05       1.193455367079e+02 
       8.292860715365e-05       1.206811762849e+02 
       8.388887516702e-05       1.220317519330e+02 
       8.486026255993e-05       1.233974317949e+02 
       8.584289808873e-05       1.247783834940e+02 
       8.683691200068e-05       1.261747773727e+02 
       8.784243605127e-05       1.275867862506e+02 
       8.885960352160e-05       1.290145837056e+02 
       8.988854923613e-05       1.304583465241e+02 
       9.092940958050e-05       1.319182520042e+02 
       9.198232251962e-05       1.333944810440e+02 
       9.304742761595e-05       1.348872146998e+02 
       9.412486604803e-05       1.363966376665e+02 
       9.521478062915e-05       1.379229359412e+02 
       9.631731582631e-05       1.394662974088e+02 
       9.743261777936e-05       1.410269124940e+02 
       9.856083432036e-05       1.426049732691e+02 
       9.970211499319e-05       1.442006744101e+02 
       1.008566110734e-04       1.458142122665e+02 
       1.020244755881e-04       1.474457857153e+02 
       1.032058633366e-04       1.490955955716e+02 
       1.044009309104e-04       1.507638450487e+02 
       1.056098367146e-04       1.524507396714e+02 
       1.068327409882e-04       1.541564870339e+02 
       1.080698058260e-04       1.558812968810e+02 
       1.093211951994e-04       1.576253814514e+02 
       1.105870749788e-04       1.593889556269e+02 
       1.118676129553e-04       1.611722360852e+02 
       1.131629788627e-04       1.629754423367e+02 
       1.144733444003e-04       1.647987960851e+02 
       1.157988832558e-04       1.666425212727e+02 
       1.171397711278e-04       1.685068449773e+02 
       1.184961857496e-04       1.703919959360e+02 
       1.198683069124e-04       1.722982060247e+02 
       1.212563164896e-04       1.742257093874e+02 
       1.226603984601e-04       1.761747427496e+02 
       1.240807389335e-04       1.781455454783e+02 
       1.255175261746e-04       1.801383594679e+02 
       1.269709506277e-04       1.821534293871e+02 
       1.284412049428e-04       1.841910025937e+02 
       1.299284840006e-04       1.862513291279e+02 
       1.314329849381e-04       1.883346615832e+02 
       1.329549071754e-04       1.904412554788e+02 
       1.344944524417e-04       1.925713691189e+02 
       1.360518248020e-04       1.947252636543e+02 
       1.376272306842e-04       1.969032030051e+02 
       1.392208789069e-04       1.991054541086e+02 
       1.408329807062e-04       2.013322865587e+02 
       1.424637497645e-04       2.035839729312e+02 
       1.441134022386e-04       2.058607889035e+02 
       1.457821567881e-04       2.081630134279e+02 
       1.474702346045e-04       2.104909278366e+02 
       1.491778594408e-04       2.128448169910e+02 
       1.509052576408e-04       2.152169932002e+02 
       1.526526581693e-04       2.176235161330e+02 
       1.544202926422e-04       2.200568824822e+02 
       1.562083953576e-04       2.225173893409e+02 
       1.580172033267e-04       2.250053371907e+02 
       1.598469563049e-04       2.275210294747e+02 
       1.616978968240e-04       2.300647733061e+02 
       1.635702702242e-04       2.326368787087e+02 
       1.654643246865e-04       2.352376594772e+02 
       1.673803112659e-04       2.378674324314e+02 
       1.693184839242e-04       2.405265177965e+02 
       1.712790995642e-04       2.432152394796e+02 
       1.732624180632e-04       2.459339247562e+02 
       1.752687023082e-04       2.486829043536e+02 
       1.772982182297e-04       2.514625126197e+02 
       1.793512348381e-04       2.542730877431e+02 
       1.814280242583e-04       2.571149704084e+02 
       1.835288617667e-04       2.599885066701e+02 
       1.856540258269e-04       2.628940449562e+02 
       1.878037981271e-04       2.658319379103e+02 
       1.899784636174e-04       2.688025418425e+02 
       1.921783105472e-04       2.718062170225e+02 
       1.944036305039e-04       2.748433269817e+02 
       1.966547184513e-04       2.779142402293e+02 
       1.989318727686e-04       2.810193278031e+02 
       2.012353952902e-04       2.841589653717e+02 
       2.035655913454e-04       2.873335329661e+02 
       2.059227697993e-04       2.905434139938e+02 
       2.083072430932e-04       2.937889962582e+02 
       2.107193272866e-04       2.970706712597e+02 
       2.131593420986e-04       3.003888350687e+02 
       2.156276109505e-04       3.037438873421e+02 
       2.181244610087e-04       3.071362331869e+02 
       2.206502232279e-04       3.105662800867e+02 
       2.232052323952e-04       3.140344411850e+02 
       2.257898271743e-04       3.175411337798e+02 
       2.284043501504e-04       3.210867787554e+02 
       2.310491478758e-04       3.246718020833e+02 
       2.337245709154e-04       3.282966339497e+02 
       2.364309738937e-04       3.319617091753e+02 
       2.391687155415e-04       3.356674665367e+02 
       2.419381587435e-04       3.394143501353e+02 
       2.447396705864e-04       3.432028083569e+02 
       2.475736224076e-04       3.470332936303e+02 
       2.504403898442e-04       3.509062638491e+02 
       2.533403528832e-04       3.548221809184e+02 
       2.562738959116e-04       3.587815120568e+02 
       2.592414077673e-04       3.627847291216e+02 
       2.622432817909e-04       3.668323083925e+02 
       2.652799158773e-04       3.709247314794e+02 
       2.683517125293e-04       3.750624846828e+02 
       2.714590789101e-04       3.792460590621e+02 
       2.746024268978e-04       3.834759510674e+02 
       2.777821731397e-04       3.877526616978e+02 
       2.809987391078e-04       3.920766972833e+02 
       2.842525511544e-04       3.964485691267e+02 
       2.875440405687e-04       4.008687937025e+02 
       2.908736436342e-04       4.053378926920e+02 
       2.942418016861e-04       4.098563927874e+02 
       2.976489611700e-04       4.144248263703e+02 
       3.010955737014e-04       4.190437303474e+02 
       3.045820961249e-04       4.237136474925e+02 
       3.081089905754e-04       4.284351259700e+02 
       3.116767245388e-04       4.332087190042e+02 
       3.152857709145e-04       4.380349854124e+02 
       3.189366080776e-04       4.429144895739e+02 
       3.226297199426e-04       4.478478011589e+02 
       3.263655960276e-04       4.528354956993e+02 
       3.301447315188e-04       4.578781539188e+02 
       3.339676273366e-04       4.629763623920e+02 
       3.378347902016e-04       4.681307127653e+02 
       3.417467327022e-04       4.733418042368e+02 
       3.457039733619e-04       4.786102390868e+02 
       3.497070367090e-04       4.839366270507e+02 
       3.537564533449e-04       4.893215831278e+02 
       3.578527600155e-04       4.947657284644e+02 
       3.619964996819e-04       5.002696897726e+02 
       3.661882215922e-04       5.058340994166e+02 
       3.704284813547e-04       5.114595965517e+02 
       3.747178410111e-04       5.171468253740e+02 
       3.790568691114e-04       5.228964363226e+02 
       3.834461407892e-04       5.287090864177e+02 
       3.878862378376e-04       5.345854382747e+02 
       3.923777487867e-04       5.405261600347e+02 
       3.969212689814e-04       5.465319268855e+02 
       4.015174006603e-04       5.526034196620e+02 
       4.061667530358e-04       5.587413256608e+02 
       4.108699423745e-04       5.649463378404e+02 
       4.156275920790e-04       5.712191561460e+02 
       4.204403327706e-04       5.775604863529e+02 
