# Matter power spectrum P(k) at redshift z=0
# for k=1.03351e-05 to 30.2616 h/Mpc,
# number of wavenumbers equal to 1162
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.033514901217e-05       4.904278947651e+01 
       1.045482439742e-05       4.959182860809e+01 
       1.057588555833e-05       5.014701990618e+01 
       1.069834854141e-05       5.070843360055e+01 
       1.082222957900e-05       5.127612974800e+01 
       1.094754509140e-05       5.185018411032e+01 
       1.107431168904e-05       5.243065300021e+01 
       1.120254617471e-05       5.301763973293e+01 
       1.133226554573e-05       5.361118692083e+01 
       1.146348699628e-05       5.421139258835e+01 
       1.159622791961e-05       5.481830451323e+01 
       1.173050591039e-05       5.543202964886e+01 
       1.186633876703e-05       5.605259656919e+01 
       1.200374449401e-05       5.668012949403e+01 
       1.214274130433e-05       5.731467992270e+01 
       1.228334762185e-05       5.795634218162e+01 
       1.242558208380e-05       5.860518102162e+01 
       1.256946354319e-05       5.926128667205e+01 
       1.271501107136e-05       5.992474220060e+01 
       1.286224396048e-05       6.059561948790e+01 
       1.301118172610e-05       6.127400853415e+01 
       1.316184410976e-05       6.196000189191e+01 
       1.331425108161e-05       6.265365555285e+01 
       1.346842284301e-05       6.335509156356e+01 
       1.362437982927e-05       6.406437946380e+01 
       1.378214271233e-05       6.478160295762e+01 
       1.394173240347e-05       6.550686698947e+01 
       1.410317005614e-05       6.624024886790e+01 
       1.426647706872e-05       6.698182785299e+01 
       1.443167508739e-05       6.773171757616e+01 
       1.459878600896e-05       6.848999814060e+01 
       1.476783198380e-05       6.925677708949e+01 
       1.493883541877e-05       7.003214434999e+01 
       1.511181898020e-05       7.081617733583e+01 
       1.528680559686e-05       7.160900808131e+01 
       1.546381846305e-05       7.241069472443e+01 
       1.564288104163e-05       7.322136696217e+01 
       1.582401706714e-05       7.404111762554e+01 
       1.600725054898e-05       7.487004660582e+01 
       1.619260577454e-05       7.570825137327e+01 
       1.638010731245e-05       7.655584104820e+01 
       1.656978001585e-05       7.741292418968e+01 
       1.676164902564e-05       7.827959776160e+01 
       1.695573977385e-05       7.915597250319e+01 
       1.715207798701e-05       8.004218576342e+01 
       1.735068968952e-05       8.093828752704e+01 
       1.755160120716e-05       8.184443086147e+01 
       1.775483917052e-05       8.276072782240e+01 
       1.796043051859e-05       8.368726472234e+01 
       1.816840250227e-05       8.462421152541e+01 
       1.837878268802e-05       8.557162134556e+01 
       1.859159896151e-05       8.652963290692e+01 
       1.880687953130e-05       8.749837697146e+01 
       1.902465293261e-05       8.847797434347e+01 
       1.924494803105e-05       8.946854295015e+01 
       1.946779402651e-05       9.047020218410e+01 
       1.969322045698e-05       9.148307288747e+01 
       1.992125720249e-05       9.250728960649e+01 
       2.015193448907e-05       9.354297307670e+01 
       2.038528289273e-05       9.459022846502e+01 
       2.062133334356e-05       9.564923197961e+01 
       2.086011712979e-05       9.672010092949e+01 
       2.110166590195e-05       9.780292405391e+01 
       2.134601167707e-05       9.889791562811e+01 
       2.159318684292e-05       1.000051445014e+02 
       2.184322416229e-05       1.011247841752e+02 
       2.209615677737e-05       1.022569327803e+02 
       2.235201821409e-05       1.034017901751e+02 
       2.261084238662e-05       1.045594480831e+02 
       2.287266360181e-05       1.057300425714e+02 
       2.313751656379e-05       1.069138571670e+02 
       2.340543637853e-05       1.081107817450e+02 
       2.367645855851e-05       1.093211599427e+02 
       2.395061902742e-05       1.105451073447e+02 
       2.422795412495e-05       1.117827544903e+02 
       2.450850061155e-05       1.130342507494e+02 
       2.479229567336e-05       1.142997764216e+02 
       2.507937692710e-05       1.155794624424e+02 
       2.536978242510e-05       1.168734748152e+02 
       2.566355066027e-05       1.181819777448e+02 
       2.596072057129e-05       1.195051069738e+02 
       2.626133154770e-05       1.208431035009e+02 
       2.656542343516e-05       1.221960573867e+02 
       2.687303654072e-05       1.235641606583e+02 
       2.718421163817e-05       1.249475844334e+02 
       2.749898997343e-05       1.263464975377e+02 
       2.781741327002e-05       1.277610798674e+02 
       2.813952373461e-05       1.291914985561e+02 
       2.846536406259e-05       1.306379347869e+02 
       2.879497744374e-05       1.321005687429e+02 
       2.912840756796e-05       1.335795822008e+02 
       2.946569863106e-05       1.350751563989e+02 
       2.980689534060e-05       1.365874775227e+02 
       3.015204292182e-05       1.381167330244e+02 
       3.050118712368e-05       1.396631172212e+02 
       3.085437422485e-05       1.412268026687e+02 
       3.121165103990e-05       1.428080000785e+02 
       3.157306492550e-05       1.444069153976e+02 
       3.193866378665e-05       1.460237560968e+02 
       3.230849608308e-05       1.476586540213e+02 
       3.268261083569e-05       1.493118943052e+02 
