1.000000e-03 1.304453e+03 1.009287e+00 1.304453e+03 1.316568e+03 
1.008562e-03 1.314848e+03 1.009215e+00 1.314848e+03 1.326965e+03 
1.017198e-03 1.325321e+03 1.009144e+00 1.325321e+03 1.337440e+03 
1.025907e-03 1.335872e+03 1.009073e+00 1.335872e+03 1.347992e+03 
1.034691e-03 1.346501e+03 1.009003e+00 1.346501e+03 1.358623e+03 
1.043550e-03 1.357209e+03 1.008933e+00 1.357209e+03 1.369333e+03 
1.052485e-03 1.367996e+03 1.008864e+00 1.367996e+03 1.380122e+03 
1.061497e-03 1.378864e+03 1.008796e+00 1.378864e+03 1.390992e+03 
1.070586e-03 1.389811e+03 1.008728e+00 1.389811e+03 1.401941e+03 
1.079752e-03 1.400840e+03 1.008660e+00 1.400840e+03 1.412972e+03 
1.088997e-03 1.411950e+03 1.008593e+00 1.411950e+03 1.424083e+03 
1.098321e-03 1.423142e+03 1.008527e+00 1.423142e+03 1.435277e+03 
1.107725e-03 1.434416e+03 1.008461e+00 1.434416e+03 1.446553e+03 
1.117210e-03 1.445773e+03 1.008396e+00 1.445773e+03 1.457912e+03 
1.126776e-03 1.457213e+03 1.008331e+00 1.457213e+03 1.469354e+03 
1.136423e-03 1.468737e+03 1.008267e+00 1.468737e+03 1.480879e+03 
1.146153e-03 1.480346e+03 1.008203e+00 1.480346e+03 1.492489e+03 
1.155967e-03 1.492039e+03 1.008140e+00 1.492039e+03 1.504184e+03 
1.165865e-03 1.503817e+03 1.008077e+00 1.503817e+03 1.515964e+03 
1.175847e-03 1.515681e+03 1.008015e+00 1.515681e+03 1.527830e+03 
1.185915e-03 1.527631e+03 1.007954e+00 1.527631e+03 1.539782e+03 
1.196069e-03 1.539668e+03 1.007893e+00 1.539668e+03 1.551820e+03 
1.206310e-03 1.551792e+03 1.007832e+00 1.551792e+03 1.563946e+03 
1.216638e-03 1.564004e+03 1.007772e+00 1.564004e+03 1.576159e+03 
1.227055e-03 1.576304e+03 1.007712e+00 1.576304e+03 1.588461e+03 
1.237562e-03 1.588693e+03 1.007653e+00 1.588693e+03 1.600851e+03 
1.248158e-03 1.601170e+03 1.007594e+00 1.601170e+03 1.613330e+03 
1.258845e-03 1.613738e+03 1.007536e+00 1.613738e+03 1.625899e+03 
1.269623e-03 1.626395e+03 1.007478e+00 1.626395e+03 1.638558e+03 
1.280494e-03 1.639143e+03 1.007421e+00 1.639143e+03 1.651308e+03 
1.291458e-03 1.651983e+03 1.007364e+00 1.651983e+03 1.664149e+03 
1.302515e-03 1.664913e+03 1.007308e+00 1.664913e+03 1.677081e+03 
1.313668e-03 1.677936e+03 1.007252e+00 1.677936e+03 1.690105e+03 
1.324916e-03 1.691051e+03 1.007197e+00 1.691051e+03 1.703222e+03 
1.336260e-03 1.704260e+03 1.007142e+00 1.704260e+03 1.716432e+03 
1.347701e-03 1.717562e+03 1.007088e+00 1.717562e+03 1.729735e+03 
1.359240e-03 1.730958e+03 1.007034e+00 1.730958e+03 1.743132e+03 
1.370878e-03 1.744448e+03 1.006980e+00 1.744448e+03 1.756624e+03 
1.382616e-03 1.758033e+03 1.006927e+00 1.758033e+03 1.770211e+03 
1.394454e-03 1.771714e+03 1.006874e+00 1.771714e+03 1.783893e+03 
1.406394e-03 1.785490e+03 1.006822e+00 1.785490e+03 1.797671e+03 
1.418435e-03 1.799363e+03 1.006770e+00 1.799363e+03 1.811545e+03 
1.430580e-03 1.813333e+03 1.006719e+00 1.813333e+03 1.825516e+03 
1.442829e-03 1.827400e+03 1.006668e+00 1.827400e+03 1.839584e+03 
1.455183e-03 1.841564e+03 1.006617e+00 1.841564e+03 1.853750e+03 
1.467642e-03 1.855827e+03 1.006567e+00 1.855827e+03 1.868015e+03 
1.480209e-03 1.870189e+03 1.006517e+00 1.870189e+03 1.882377e+03 
1.492882e-03 1.884650e+03 1.006468e+00 1.884650e+03 1.896840e+03 
1.505665e-03 1.899210e+03 1.006419e+00 1.899210e+03 1.911401e+03 
1.518557e-03 1.913871e+03 1.006371e+00 1.913871e+03 1.926063e+03 
