# Matter power spectrum P(k) at redshift z=0.5
# for k=1.0325e-05 to 30.2318 h/Mpc,
# number of wavenumbers equal to 1162
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.032495196547e-05       2.924282611135e+01 
       1.044450927449e-05       2.957020415476e+01 
       1.056545099190e-05       2.990124777405e+01 
       1.068779314839e-05       3.023599517148e+01 
       1.081155196029e-05       3.057449378211e+01 
       1.093674383170e-05       3.091677630360e+01 
       1.106338535665e-05       3.126289650360e+01 
       1.119149332134e-05       3.161289104260e+01 
       1.132108470636e-05       3.196679657530e+01 
       1.145217668889e-05       3.232467296094e+01 
       1.158478664503e-05       3.268654621128e+01 
       1.171893215210e-05       3.305247744169e+01 
       1.185463099093e-05       3.342250682828e+01 
       1.199190114826e-05       3.379667282495e+01 
       1.213076081909e-05       3.417503004797e+01 
       1.227122840914e-05       3.455762271625e+01 
       1.241332253721e-05       3.494450458262e+01 
       1.255706203775e-05       3.533570653675e+01 
       1.270246596325e-05       3.573129708537e+01 
       1.284955358686e-05       3.613131038708e+01 
       1.299834440488e-05       3.653580264271e+01 
       1.314885813937e-05       3.694482652357e+01 
       1.330111474076e-05       3.735843117957e+01 
       1.345513439051e-05       3.777665820116e+01 
       1.361093750375e-05       3.819957079326e+01 
       1.376854473201e-05       3.862722147191e+01 
       1.392797696595e-05       3.905965203809e+01 
       1.408925533817e-05       3.949692749849e+01 
       1.425240122591e-05       3.993910228730e+01 
       1.441743625400e-05       4.038622072396e+01 
       1.458438229765e-05       4.083834682374e+01 
       1.475326148537e-05       4.129553809833e+01 
       1.492409620193e-05       4.175784537807e+01 
       1.509690909127e-05       4.222532424465e+01 
       1.527172305955e-05       4.269804051964e+01 
       1.544856127819e-05       4.317604589327e+01 
       1.562744718689e-05       4.365940540914e+01 
       1.580840449679e-05       4.414817753370e+01 
       1.599145719359e-05       4.464241677591e+01 
       1.617662954071e-05       4.514218891303e+01 
       1.636394608255e-05       4.564755666887e+01 
       1.655343164773e-05       4.615858842123e+01 
       1.674511135234e-05       4.667533100773e+01 
       1.693901060332e-05       4.719786247235e+01 
       1.713515510181e-05       4.772624514592e+01 
       1.733357084655e-05       4.826054158187e+01 
       1.753428413732e-05       4.880081793500e+01 
       1.773732157847e-05       4.934714572226e+01 
       1.794271008238e-05       4.989958717033e+01 
       1.815047687308e-05       5.045821563723e+01 
       1.836064948983e-05       5.102309700641e+01 
       1.857325579078e-05       5.159429926427e+01 
       1.878832395666e-05       5.217189310076e+01 
       1.900588249454e-05       5.275595681202e+01 
       1.922596024156e-05       5.334655805819e+01 
       1.944858636878e-05       5.394377602055e+01 
       1.967379038505e-05       5.454767077594e+01 
       1.990160214093e-05       5.515833336961e+01 
       2.013205183262e-05       5.577582640580e+01 
       2.036517000598e-05       5.640023425015e+01 
       2.060098756056e-05       5.703163189799e+01 
       2.083953575372e-05       5.767010191606e+01 
       2.108084620478e-05       5.831571284157e+01 
       2.132495089917e-05       5.896855364535e+01 
       2.157188219270e-05       5.962870151791e+01 
       2.182167281585e-05       6.029624245885e+01 
       2.207435587810e-05       6.097125156033e+01 
       2.232996487230e-05       6.165382174823e+01 
       2.258853367917e-05       6.234403087205e+01 
       2.285009657170e-05       6.304196108076e+01 
       2.311468821979e-05       6.374770981533e+01 
       2.338234369476e-05       6.446135675063e+01 
       2.365309847407e-05       6.518299218644e+01 
