# Matter power spectrum P(k) at redshift z=0
# for k=1.05702e-05 to 30.2454 h/Mpc,
# number of wavenumbers equal to 1160
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.057022716650e-05       4.447554256409e+01 
       1.069262462849e-05       4.497358984188e+01 
       1.081643938629e-05       4.547698806220e+01 
       1.094168785142e-05       4.598609889649e+01 
       1.106838662543e-05       4.650095714442e+01 
       1.119655250209e-05       4.702148315764e+01 
       1.132620246965e-05       4.754790785696e+01 
       1.145735371309e-05       4.808017806532e+01 
       1.159002361635e-05       4.861848975121e+01 
       1.172422976468e-05       4.916282879924e+01 
       1.185998994698e-05       4.971309349234e+01 
       1.199732215809e-05       5.026964733233e+01 
       1.213624460126e-05       5.083246381679e+01 
       1.227677569051e-05       5.140154680212e+01 
       1.241893405308e-05       5.197699923715e+01 
       1.256273853190e-05       5.255898564076e+01 
       1.270820818811e-05       5.314737116359e+01 
       1.285536230355e-05       5.374226512654e+01 
       1.300422038334e-05       5.434393013541e+01 
       1.315480215845e-05       5.495241089529e+01 
       1.330712758834e-05       5.556760388235e+01 
       1.346121686358e-05       5.618969294283e+01 
       1.361709040854e-05       5.681860421658e+01 
       1.377476888408e-05       5.745477132250e+01 
       1.393427319031e-05       5.809790907406e+01 
       1.409562446936e-05       5.874828354200e+01 
       1.425884410817e-05       5.940596778856e+01 
       1.442395374132e-05       6.007104581426e+01 
       1.459097525391e-05       6.074354529588e+01 
       1.475993078447e-05       6.142360526611e+01 
       1.493084272787e-05       6.211130649361e+01 
       1.510373373830e-05       6.280670304238e+01 
       1.527862673228e-05       6.350966297283e+01 
       1.545554489168e-05       6.422067979124e+01 
       1.563451166681e-05       6.493958934078e+01 
       1.581555077953e-05       6.566665358805e+01 
       1.599868622638e-05       6.640178699722e+01 
       1.618394228176e-05       6.714522349823e+01 
       1.637134350115e-05       6.789694713400e+01 
       1.656091472440e-05       6.865696235357e+01 
       1.675268107895e-05       6.942563432543e+01 
       1.694666798324e-05       7.020289146675e+01 
       1.714290115001e-05       7.098866161151e+01 
       1.734140658976e-05       7.178346346786e+01 
       1.754221061416e-05       7.258691493094e+01 
       1.774533983959e-05       7.339959483291e+01 
       1.795082119059e-05       7.422125816487e+01 
       1.815868190349e-05       7.505212975605e+01 
       1.836894953001e-05       7.589228483489e+01 
       1.858165194090e-05       7.674198850679e+01 
       1.879681732962e-05       7.760119473968e+01 
       1.901447421612e-05       7.846986015150e+01 
       1.923465145058e-05       7.934826479188e+01 
       1.945737821726e-05       8.023666379421e+01 
       1.968268403834e-05       8.113496909669e+01 
       1.991059877788e-05       8.204313540920e+01 
       2.014115264571e-05       8.296156541904e+01 
       2.037437620152e-05       8.389043953596e+01 
       2.061030035882e-05       8.482947170747e+01 
       2.084895638910e-05       8.577933056323e+01 
       2.109037592598e-05       8.673957774191e+01 
       2.133459096934e-05       8.771071123611e+01 
       2.158163388962e-05       8.869234117586e+01 
       2.183153743210e-05       8.968524346093e+01 
       2.208433472122e-05       9.068928500232e+01 
       2.234005926498e-05       9.170460239858e+01 
       2.259874495940e-05       9.273130276542e+01 
       2.286042609299e-05       9.376955092163e+01 
       2.312513735130e-05       9.481917226263e+01 
       2.339291382151e-05       9.588051335392e+01 
       2.366379099711e-05       9.695394800286e+01 
       2.393780478258e-05       9.803923240736e+01 
       2.421499149814e-05       9.913675666227e+01 
       2.449538788460e-05       1.002468552381e+02 
       2.477903110819e-05       1.013689800043e+02 
       2.506595876551e-05       1.025040650198e+02 
       2.535620888851e-05       1.036511575493e+02 
       2.564981994954e-05       1.048117580165e+02 
       2.594683086642e-05       1.059848124511e+02 
       2.624728100763e-05       1.071715883499e+02 
       2.655121019750e-05       1.083713688881e+02 
       2.685865872153e-05       1.095844452256e+02 
       2.716966733168e-05       1.108112180405e+02 
       2.748427725180e-05       1.120519678022e+02 
       2.780253018311e-05       1.133062907409e+02 
       2.812446830967e-05       1.145744266562e+02 
       2.845013430405e-05       1.158572481617e+02 
       2.877957133291e-05       1.171542052234e+02 
       2.911282306278e-05       1.184657079261e+02 
       2.944993366581e-05       1.197919953840e+02 
       2.979094782565e-05       1.211329355702e+02 
       3.013591074336e-05       1.224888781677e+02 
       3.048486814339e-05       1.238600927994e+02 
       3.083786627968e-05       1.252466576773e+02 
       3.119495194173e-05       1.266487435976e+02 
       3.155617246088e-05       1.280665245457e+02 
       3.192157571651e-05       1.294999863804e+02 
       3.229121014242e-05       1.309496312320e+02 
       3.266512473327e-05       1.324155992626e+02 
       3.304336905101e-05       1.338983070040e+02 
       3.342599323153e-05       1.353972475304e+02 
       3.381304799124e-05       1.369130883025e+02 
       3.420458463385e-05       1.384453870341e+02 
