# Matter power spectrum P(k) at redshift z=0.5
# for k=1.05702e-05 to 30.2454 h/Mpc,
# number of wavenumbers equal to 1160
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.057022716650e-05       2.600620705982e+01 
       1.069262462849e-05       2.629735990412e+01 
       1.081643938629e-05       2.659175930333e+01 
       1.094168785142e-05       2.688945377910e+01 
       1.106838662543e-05       2.719048959764e+01 
       1.119655250209e-05       2.749488134018e+01 
       1.132620246965e-05       2.780269456604e+01 
       1.145735371309e-05       2.811394429210e+01 
       1.159002361635e-05       2.842869004451e+01 
       1.172422976468e-05       2.874695688651e+01 
       1.185998994698e-05       2.906877009584e+01 
       1.199732215809e-05       2.939419763122e+01 
       1.213624460126e-05       2.972327276916e+01 
       1.227677569051e-05       3.005602829349e+01 
       1.241893405308e-05       3.039250978581e+01 
       1.256273853190e-05       3.073276493030e+01 
       1.270820818811e-05       3.107681263515e+01 
       1.285536230355e-05       3.142471896564e+01 
       1.300422038334e-05       3.177652928429e+01 
       1.315480215845e-05       3.213227450872e+01 
       1.330712758834e-05       3.249199782378e+01 
       1.346121686358e-05       3.285575031687e+01 
       1.361709040854e-05       3.322356355872e+01 
       1.377476888408e-05       3.359551026583e+01 
       1.393427319031e-05       3.397161062871e+01 
       1.409562446936e-05       3.435191850967e+01 
       1.425884410817e-05       3.473648953641e+01 
       1.442395374132e-05       3.512537906800e+01 
       1.459097525391e-05       3.551860460700e+01 
       1.475993078447e-05       3.591624256234e+01 
       1.493084272787e-05       3.631832901225e+01 
       1.510373373830e-05       3.672491001092e+01 
       1.527862673228e-05       3.713604142488e+01 
       1.545554489168e-05       3.755179192220e+01 
       1.563451166681e-05       3.797217515878e+01 
       1.581555077953e-05       3.839728554471e+01 
       1.599868622638e-05       3.882714469024e+01 
       1.618394228176e-05       3.926181539787e+01 
       1.637134350115e-05       3.970135321318e+01 
       1.656091472440e-05       4.014581011802e+01 
       1.675268107895e-05       4.059522091067e+01 
       1.694666798324e-05       4.104971030639e+01 
       1.714290115001e-05       4.150925654987e+01 
       1.734140658976e-05       4.197395741742e+01 
       1.754221061416e-05       4.244383230469e+01 
       1.774533983959e-05       4.291898874126e+01 
       1.795082119059e-05       4.339947209128e+01 
       1.815868190349e-05       4.388531886081e+01 
       1.836894953001e-05       4.437661061812e+01 
       1.858165194090e-05       4.487341407494e+01 
       1.879681732962e-05       4.537578705958e+01 
       1.901447421612e-05       4.588376086115e+01 
       1.923465145058e-05       4.639741453403e+01 
       1.945737821726e-05       4.691683096481e+01 
       1.968268403834e-05       4.744206773703e+01 
       1.991059877788e-05       4.797318830880e+01 
       2.014115264571e-05       4.851023603185e+01 
       2.037437620152e-05       4.905331784875e+01 
       2.061030035882e-05       4.960245028452e+01 
       2.084895638910e-05       5.015776391722e+01 
       2.109037592598e-05       5.071928016740e+01 
       2.133459096934e-05       5.128707510554e+01 
       2.158163388962e-05       5.186121430979e+01 
       2.183153743210e-05       5.244179743264e+01 
       2.208433472122e-05       5.302888982575e+01 
       2.234005926498e-05       5.362254106362e+01 
       2.259874495940e-05       5.422285325503e+01 
       2.286042609299e-05       5.482986464508e+01 
       2.312513735130e-05       5.544367580884e+01 
       2.339291382151e-05       5.606435121515e+01 
       2.366379099711e-05       5.669199269065e+01 
       2.393780478258e-05       5.732663916734e+01 
       2.421499149814e-05       5.796840633137e+01 
       2.449538788460e-05       5.861737429193e+01 
       2.477903110819e-05       5.927356939187e+01 
       2.506595876551e-05       5.993713776052e+01 
       2.535620888851e-05       6.060811246890e+01 
       2.564981994954e-05       6.128662141343e+01 
       2.594683086642e-05       6.197268805615e+01 
       2.624728100763e-05       6.266648411868e+01 
       2.655121019750e-05       6.336802745523e+01 
       2.685865872153e-05       6.407740409533e+01 
       2.716966733168e-05       6.479473401018e+01 
       2.748427725180e-05       6.552011656973e+01 
       2.780253018311e-05       6.625358474293e+01 
       2.812446830967e-05       6.699526206031e+01 
       2.845013430405e-05       6.774526708497e+01 
       2.877957133291e-05       6.850364346148e+01 
       2.911282306278e-05       6.927052087644e+01 
       2.944993366581e-05       7.004598504162e+01 
       2.979094782565e-05       7.083013549768e+01 
       3.013591074336e-05       7.162305594655e+01 
       3.048486814339e-05       7.242485088793e+01 
       3.083786627968e-05       7.323562073691e+01 
       3.119495194173e-05       7.405546599352e+01 
       3.155617246088e-05       7.488448825424e+01 
       3.192157571651e-05       7.572277017885e+01 
       3.229121014242e-05       7.657044606392e+01 
       3.266512473327e-05       7.742762207808e+01 
       3.304336905101e-05       7.829440290645e+01 
       3.342599323153e-05       7.917087286352e+01 
       3.381304799124e-05       8.005715702790e+01 
       3.420458463385e-05       8.095336129958e+01 
       3.460065505709e-05       8.185958443421e+01 
       3.500131175969e-05       8.277596870315e+01 
       3.540660784825e-05       8.370259015320e+01 
       3.581659704432e-05       8.463958360013e+01 
       3.623133369154e-05       8.558707687793e+01 
       3.665087276280e-05       8.654516742054e+01 
       3.707526986754e-05       8.751398419403e+01 
       3.750458125915e-05       8.849367581603e+01 
       3.793886384237e-05       8.948428775008e+01 
       3.837817518091e-05       9.048601139971e+01 
       3.882257350499e-05       9.149893390393e+01 
       3.927211771915e-05       9.252318449370e+01 
       3.972686740996e-05       9.355891447343e+01 
       4.018688285403e-05       9.460624298976e+01 
       4.065222502588e-05       9.566527978070e+01 
       4.112295560613e-05       9.673618553407e+01 
       4.159913698961e-05       9.781906796152e+01 
       4.208083229363e-05       9.891405986133e+01 
       4.256810536639e-05       1.000213170785e+02 
       4.306102079541e-05       1.011409647590e+02 
       4.355964391610e-05       1.022731541331e+02 
       4.406404082040e-05       1.034179962866e+02 
       4.457427836559e-05       1.045756771430e+02 
       4.509042418309e-05       1.057462928605e+02 
       4.561254668748e-05       1.069299985913e+02 
       4.614071508552e-05       1.081269631698e+02 
       4.667499938537e-05       1.093373287048e+02 
       4.721547040584e-05       1.105612455639e+02 
       4.776219978576e-05       1.117988471809e+02 
       4.831525999353e-05       1.130502922681e+02 
       4.887472433668e-05       1.143157702041e+02 
       4.944066697161e-05       1.155953995853e+02 
       5.001316291338e-05       1.168893331624e+02 
       5.059228804573e-05       1.181977591414e+02 
       5.117811913106e-05       1.195208019331e+02 
       5.177073382065e-05       1.208586761906e+02 
       5.237021066492e-05       1.222115578171e+02 
       5.297662912390e-05       1.235794928026e+02 
       5.359006957768e-05       1.249627804724e+02 
       5.421061333714e-05       1.263615692735e+02 
       5.483834265468e-05       1.277760113153e+02 
       5.547334073514e-05       1.292061978115e+02 
       5.611569174683e-05       1.306524439020e+02 
       5.676548083267e-05       1.321149098804e+02 
       5.742279412151e-05       1.335936696877e+02 
       5.808771873952e-05       1.350890200184e+02 
       5.876034282173e-05       1.366011006815e+02 
       5.944075552373e-05       1.381300743566e+02 
       6.012904703349e-05       1.396762064494e+02 
       6.082530858330e-05       1.412395659243e+02 
       6.152963246189e-05       1.428204623298e+02 
       6.224211202661e-05       1.444190833094e+02 
       6.296284171586e-05       1.460355271229e+02 
       6.369191706158e-05       1.476700914092e+02 
       6.442943470192e-05       1.493229007835e+02 
       6.517549239404e-05       1.509942495825e+02 
       6.593018902709e-05       1.526842703943e+02 
       6.669362463527e-05       1.543931217711e+02 
       6.746590041116e-05       1.561212304243e+02 
       6.824711871908e-05       1.578685558626e+02 
       6.903738310865e-05       1.596354775154e+02 
       6.983679832858e-05       1.614221993290e+02 
       7.064547034049e-05       1.632288541739e+02 
       7.146350633296e-05       1.650557239568e+02 
       7.229101473580e-05       1.669031261098e+02 
       7.312810523433e-05       1.687710126394e+02 
       7.397488878401e-05       1.706599242533e+02 
       7.483147762506e-05       1.725699015308e+02 
       7.569798529742e-05       1.745013906545e+02 
       7.657452665574e-05       1.764542353999e+02 
       7.746121788462e-05       1.784290394013e+02 
       7.835817651404e-05       1.804259679275e+02 
       7.926552143487e-05       1.824452062092e+02 
       8.018337291471e-05       1.844870670428e+02 
       8.111185261378e-05       1.865517048099e+02 
       8.205108360106e-05       1.886394367769e+02 
       8.300119037059e-05       1.907505552292e+02 
       8.396229885800e-05       1.928852319323e+02 
       8.493453645719e-05       1.950437632688e+02 
       8.591803203718e-05       1.972264560936e+02 
       8.691291595925e-05       1.994336062377e+02 
       8.791932009420e-05       2.016654155534e+02 
       8.893737783979e-05       2.039221317985e+02 
       8.996722413848e-05       2.062041512448e+02 
       9.100899549528e-05       2.085115644418e+02 
       9.206282999586e-05       2.108449340255e+02 
       9.312886732483e-05       2.132042362330e+02 
       9.420724878430e-05       2.155899517221e+02 
       9.529811731255e-05       2.180023834861e+02 
       9.640161750302e-05       2.204417794970e+02 
       9.751789562348e-05       2.229084219646e+02 
       9.864709963537e-05       2.254026474444e+02 
       9.978937921347e-05       2.279247425289e+02 
       1.009448857657e-04       2.304750307299e+02 
       1.021137724532e-04       2.330538230930e+02 
       1.032961942106e-04       2.356614243058e+02 
       1.044923077667e-04       2.382981791177e+02 
       1.057022716650e-04       2.409644125797e+02 
       1.069262462849e-04       2.436604093947e+02 
       1.081643938629e-04       2.463865413660e+02 
       1.094168785142e-04       2.491431556159e+02 
       1.106838662543e-04       2.519305541160e+02 
       1.119655250209e-04       2.547491123095e+02 
       1.132620246965e-04       2.575991093454e+02 
       1.145735371309e-04       2.604810129618e+02 
       1.159002361635e-04       2.633951005745e+02 
       1.172422976468e-04       2.663417071707e+02 
       1.185998994698e-04       2.693212798863e+02 
       1.199732215809e-04       2.723340652034e+02 
       1.213624460126e-04       2.753805633685e+02 
       1.227677569051e-04       2.784610199973e+02 
       1.241893405308e-04       2.815759056711e+02 
       1.256273853190e-04       2.847255821787e+02 
       1.270820818811e-04       2.879104001549e+02 
       1.285536230355e-04       2.911308350070e+02 
       1.300422038334e-04       2.943872122954e+02 
       1.315480215845e-04       2.976799182034e+02 
       1.330712758834e-04       3.010093772695e+02 
       1.346121686358e-04       3.043760366566e+02 
       1.361709040854e-04       3.077802543214e+02 
       1.377476888408e-04       3.112224806883e+02 
       1.393427319031e-04       3.147031332221e+02 
       1.409562446936e-04       3.182225803586e+02 
       1.425884410817e-04       3.217813893484e+02 
       1.442395374132e-04       3.253798368744e+02 
       1.459097525391e-04       3.290184682210e+02 
       1.475993078447e-04       3.326976324013e+02 
       1.493084272787e-04       3.363983486343e+02 
       1.510373373830e-04       3.401596587990e+02 
       1.527862673228e-04       3.439629337978e+02 
       1.545554489168e-04       3.478085833132e+02 
       1.563451166681e-04       3.516971114471e+02 
       1.581555077954e-04       3.556289657967e+02 
       1.599868622638e-04       3.596047488507e+02 
       1.618394228176e-04       3.636248191960e+02 
       1.637134350116e-04       3.676896742775e+02 
       1.656091472440e-04       3.717998332067e+02 
       1.675268107895e-04       3.759557809015e+02 
       1.694666798324e-04       3.801580637450e+02 
       1.714290115001e-04       3.844070943411e+02 
       1.734140658976e-04       3.887035861237e+02 
       1.754221061416e-04       3.930478775086e+02 
       1.774533983959e-04       3.974405392121e+02 
       1.795082119059e-04       4.018821613763e+02 
       1.815868190349e-04       4.063732724429e+02 
       1.836894953001e-04       4.109143380768e+02 
       1.858165194090e-04       4.155059609829e+02 
       1.879681732962e-04       4.201487009332e+02 
       1.901447421612e-04       4.248431168896e+02 
       1.923465145058e-04       4.295897724075e+02 
       1.945737821726e-04       4.343892336315e+02 
       1.968268403834e-04       4.392421304384e+02 
       1.991059877788e-04       4.441488130626e+02 
       2.014115264571e-04       4.491103634945e+02 
       2.037437620152e-04       4.541269627318e+02 
       2.061030035882e-04       4.591992924433e+02 
       2.084895638910e-04       4.643280400027e+02 
       2.109037592598e-04       4.695138564654e+02 
       2.133459096934e-04       4.747573049341e+02 
       2.158163388962e-04       4.800589870142e+02 
       2.183153743210e-04       4.854196806733e+02 
       2.208433472122e-04       4.908397693119e+02 
       2.234005926498e-04       4.963201030758e+02 
       2.259874495940e-04       5.018612156628e+02 
       2.286042609299e-04       5.074640218276e+02 
       2.312513735130e-04       5.131288456628e+02 
       2.339291382151e-04       5.188566179906e+02 
       2.366379099711e-04       5.246479593970e+02 
       2.393780478258e-04       5.305036197616e+02 
       2.421499149814e-04       5.364239370991e+02 
       2.449538788460e-04       5.424102451608e+02 
       2.477903110819e-04       5.484627182555e+02 
       2.506595876551e-04       5.545825325755e+02 
       2.535620888851e-04       5.607698716350e+02 
       2.564981994954e-04       5.670260306867e+02 
       2.594683086642e-04       5.733512642371e+02 
       2.624728100763e-04       5.797466002382e+02 
       2.655121019751e-04       5.862128930833e+02 
       2.685865872153e-04       5.927506024038e+02 
       2.716966733168e-04       5.993607326833e+02 
       2.748427725180e-04       6.060439169577e+02 
       2.780253018311e-04       6.128011250297e+02 
       2.812446830967e-04       6.196331075118e+02 
       2.845013430405e-04       6.265404420638e+02 
       2.877957133291e-04       6.335241677866e+02 
       2.911282306278e-04       6.405850744558e+02 
       2.944993366581e-04       6.477239604715e+02 
       2.979094782565e-04       6.549417397261e+02 
       3.013591074336e-04       6.622391705070e+02 
       3.048486814339e-04       6.696171457234e+02 
       3.083786627968e-04       6.770765351362e+02 
       3.119495194173e-04       6.846182248224e+02 
       3.155617246088e-04       6.922430172326e+02 
       3.192157571651e-04       6.999518519379e+02 
       3.229121014242e-04       7.077456841248e+02 
       3.266512473327e-04       7.156252158178e+02 
       3.304336905101e-04       7.235915229677e+02 
       3.342599323153e-04       7.316456418988e+02 
       3.381304799124e-04       7.397882233537e+02 
       3.420458463385e-04       7.480204415993e+02 
       3.460065505709e-04       7.563432566906e+02 
       3.500131175969e-04       7.647573856916e+02 
       3.540660784825e-04       7.732641159930e+02 
       3.581659704432e-04       7.818640585513e+02 
       3.623133369154e-04       7.905585348321e+02 
       3.665087276280e-04       7.993485611504e+02 
       3.707526986754e-04       8.082347128803e+02 
       3.750458125915e-04       8.172183013955e+02 
       3.793886384237e-04       8.263004443325e+02 
       3.837817518091e-04       8.354820207026e+02 
       3.882257350499e-04       8.447642306862e+02 
       3.927211771915e-04       8.541479933707e+02 
       3.972686740997e-04       8.636341564300e+02 
       4.018688285403e-04       8.732243674025e+02 
       4.065222502588e-04       8.829190975688e+02 
       4.112295560613e-04       8.927197334342e+02 
       4.159913698961e-04       9.026273897347e+02 
       4.208083229363e-04       9.126431475359e+02 
       4.256810536639e-04       9.227681795201e+02 
       4.306102079541e-04       9.330034475209e+02 
       4.355964391610e-04       9.433503734368e+02 
       4.406404082040e-04       9.538098311613e+02 
       4.457427836559e-04       9.643831212877e+02 
       4.509042418309e-04       9.750714379780e+02 
       4.561254668748e-04       9.858759651936e+02 
       4.614071508552e-04       9.967976570141e+02 
       4.667499938538e-04       1.007837875425e+03 
       4.721547040584e-04       1.018997830703e+03 
       4.776219978576e-04       1.030278888860e+03 
       4.831525999353e-04       1.041682016091e+03 
       4.887472433668e-04       1.053208905616e+03 
       4.944066697161e-04       1.064860335245e+03 
       5.001316291338e-04       1.076637527815e+03 
       5.059228804573e-04       1.088542272793e+03 
       5.117811913106e-04       1.100575487830e+03 
       5.177073382065e-04       1.112738459080e+03 
       5.237021066492e-04       1.125032538713e+03 
       5.297662912390e-04       1.137458996361e+03 
       5.359006957768e-04       1.150019528296e+03 
       5.421061333714e-04       1.162714924629e+03 
       5.483834265468e-04       1.175546954818e+03 
       5.547334073514e-04       1.188516588566e+03 
       5.611569174683e-04       1.201625629293e+03 
       5.676548083267e-04       1.214875230693e+03 
       5.742279412151e-04       1.228266647780e+03 
       5.808771873952e-04       1.241801351988e+03 
       5.876034282173e-04       1.255480809831e+03 
       5.944075552373e-04       1.269306831761e+03 
       6.012904703349e-04       1.283280029795e+03 
       6.082530858330e-04       1.297402498394e+03 
       6.152963246189e-04       1.311675762457e+03 
       6.224211202661e-04       1.326100665754e+03 
       6.296284171586e-04       1.340678886959e+03 
       6.369191706158e-04       1.355412556471e+03 
       6.442943470192e-04       1.370302249365e+03 
       6.517549239404e-04       1.385349905827e+03 
       6.593018902709e-04       1.400557124596e+03 
       6.669362463527e-04       1.415925415579e+03 
       6.746590041116e-04       1.431456220047e+03 
       6.824711871908e-04       1.447151067593e+03 
       6.903738310865e-04       1.463011573090e+03 
       6.983679832858e-04       1.479039434126e+03 
       7.064547034049e-04       1.495235884904e+03 
       7.146350633296e-04       1.511602810156e+03 
       7.229101473580e-04       1.528141697123e+03 
       7.312810523433e-04       1.544854231840e+03 
       7.397488878401e-04       1.561741975406e+03 
       7.483147762506e-04       1.578806647505e+03 
       7.569798529742e-04       1.596049771568e+03 
       7.657452665574e-04       1.613473041207e+03 
       7.746121788463e-04       1.631078119579e+03 
       7.835817651404e-04       1.648867050654e+03 
       7.926552143487e-04       1.666840457698e+03 
       8.018337291471e-04       1.685001020775e+03 
       8.111185261378e-04       1.703350198549e+03 
       8.205108360106e-04       1.721889659531e+03 
       8.300119037059e-04       1.740621119693e+03 
       8.396229885801e-04       1.759546431303e+03 
       8.493453645719e-04       1.778666932192e+03 
       8.591803203718e-04       1.797984948761e+03 
       8.691291595925e-04       1.817501473971e+03 
       8.791932009420e-04       1.837219133197e+03 
       8.893737783979e-04       1.857139137439e+03 
       8.996722413848e-04       1.877263955648e+03 
       9.100899549528e-04       1.897594109015e+03 
       9.206282999586e-04       1.918132183924e+03 
       9.312886732484e-04       1.938880214312e+03 
       9.420724878430e-04       1.959839696883e+03 
       9.529811731255e-04       1.981012245030e+03 
       9.640161750302e-04       2.002400420286e+03 
       9.751789562348e-04       2.024005157504e+03 
       9.864709963537e-04       2.045828727008e+03 
       9.978937921347e-04       2.067873251271e+03 
       1.009448857657e-03       2.090140050095e+03 
       1.021137724532e-03       2.112631244242e+03 
       1.032961942106e-03       2.135348864498e+03 
       1.044923077667e-03       2.158294305568e+03 
       1.057022716650e-03       2.181469813865e+03 
       1.069262462849e-03       2.204877439696e+03 
       1.081643938630e-03       2.228518610796e+03 
       1.094168785142e-03       2.252395353801e+03 
       1.106838662543e-03       2.276509574026e+03 
       1.119655250209e-03       2.300863226234e+03 
       1.132620246965e-03       2.325458341628e+03 
       1.145735371309e-03       2.350296555243e+03 
       1.159002361635e-03       2.375379771174e+03 
       1.172422976468e-03       2.400709742618e+03 
       1.185998994698e-03       2.426288763888e+03 
       1.199732215809e-03       2.452119070900e+03 
       1.213624460126e-03       2.478201433472e+03 
       1.227677569051e-03       2.504538214069e+03 
       1.241893405308e-03       2.531130955475e+03 
       1.256273853190e-03       2.557982562886e+03 
       1.270820818811e-03       2.585094274806e+03 
       1.285536230355e-03       2.612468693335e+03 
       1.300422038334e-03       2.640106750534e+03 
       1.315480215845e-03       2.668010822786e+03 
       1.330712758834e-03       2.696182030463e+03 
       1.346121686358e-03       2.724623178330e+03 
       1.361709040854e-03       2.753335314503e+03 
       1.377476888408e-03       2.782321017388e+03 
       1.393427319031e-03       2.811582184592e+03 
       1.409562446936e-03       2.841119837923e+03 
       1.425884410817e-03       2.870936898382e+03 
       1.442395374132e-03       2.901033605304e+03 
       1.459097525391e-03       2.931413304336e+03 
       1.475993078447e-03       2.962076607776e+03 
       1.493084272787e-03       2.993026566097e+03 
       1.510373373830e-03       3.024262849800e+03 
       1.527862673228e-03       3.055790057895e+03 
       1.545554489168e-03       3.087605942230e+03 
       1.563451166681e-03       3.119714464462e+03 
