Run parameters:
does_de_cluster=True
save_data=True
time_domain=True
number_of_points=50
varied_parameter=trans_steepness
varied_par_values=[0.5, 1, 5]
init_value=-0.5
final_value=-0.9
n_samples=1

Cosmological parameters:
omega_matter_now=0.3
omega_rad_now=0
hubble_constant_standard_units=67
scale_at_lss=0.0009165902841429881
a_min=1e-10
a_max=1
min_redshift=0
max_redshift=20
spectral_index=1
sigma8=0.85

Dark energy eos parameters:
selected_de_eos=de_eos_1
w_i=-0.4
w_f=-1
trans_steepness=10
trans_z=0.1,0.8,2
w=-1
c_eff_value=0

Precision parameters:
virialization_scale_tol=1.0e-06
turn_around_scale_tol=1.0e-06
a_ini=1.0e-10
nonlinear_perturbations_atol=1.0e-10
nonlinear_perturbations_rtol=1.0e-08
growth_factor_atol=1.0e-10
growth_factor_rtol=1.0e-08
dark_density_evolution_atol=1.0e-10
dark_density_evolution_rtol=1.0e-08
dark_density_evolution_max_step=1.0e-03
friedmann_atol=1.0e-10
friedmann_rtol=1.0e-08
friedmann_max_stepsize=1.0e-03
exact_decimals=5.0e+00
numerical_infty=1.0e+11
normalization_integrand_atol=1.0e-08
normalization_integrand_rtol=1.0e-06
mass_variance_filtered_spectrum_atol=1.0e-06
mass_variance_filtered_spectrum_rtol=1.0e-04
log_der_of_log_sigma_atol=1.0e-06
log_der_of_log_sigma_rtol=1.0e-04

*********************************
2.000000000e-05	7.097874915e+01
2.050442102e-05	7.270916649e+01
2.102156407e-05	7.448160089e+01
2.155175001e-05	7.629728826e+01
2.209530780e-05	7.815728648e+01
2.265257468e-05	8.006256727e+01
2.322389643e-05	8.201435787e+01
2.380962750e-05	8.401367210e+01
2.441013133e-05	8.606174598e+01
2.502578050e-05	8.815981360e+01
2.565695699e-05	9.030891621e+01
2.630405241e-05	9.251039142e+01
2.696746826e-05	9.476555798e+01
2.764761615e-05	9.707577675e+01
2.834491809e-05	9.944225499e+01
2.905980672e-05	1.018664852e+02
2.979272558e-05	1.043496988e+02
3.054412944e-05	1.068934041e+02
3.131448448e-05	1.094991582e+02
3.210426870e-05	1.121684879e+02
3.291397210e-05	1.149029022e+02
3.374409707e-05	1.177037597e+02
3.459515866e-05	1.205730966e+02
3.546768492e-05	1.235123331e+02
3.636221721e-05	1.265233656e+02
3.727931055e-05	1.296074745e+02
3.821953395e-05	1.327667065e+02
3.918347076e-05	1.360032578e+02
4.017171908e-05	1.393183471e+02
4.118489205e-05	1.427143795e+02
4.222361832e-05	1.461934524e+02
4.328854235e-05	1.497569936e+02
4.438032489e-05	1.534074224e+02
4.549964333e-05	1.571468380e+02
4.664719215e-05	1.609773710e+02
4.782368337e-05	1.649012265e+02
4.902984693e-05	1.689208617e+02
5.026643120e-05	1.730383720e+02
5.153420343e-05	1.772562393e+02
5.283395020e-05	1.815766697e+02
5.416647796e-05	1.860025105e+02
5.553261346e-05	1.905363243e+02
5.693320434e-05	1.951805770e+02
5.836911959e-05	1.999379383e+02
5.984125014e-05	2.048110344e+02
6.135050936e-05	2.098031362e+02
6.289783369e-05	2.149166327e+02
6.448418316e-05	2.201549020e+02
6.611054204e-05	2.255207140e+02
6.777791939e-05	2.310171564e+02
6.948734976e-05	2.366476255e+02
7.123989375e-05	2.424150273e+02
7.303663875e-05	2.483233642e+02
7.487869954e-05	2.543748991e+02
7.676721905e-05	2.605743225e+02
7.870336900e-05	2.669251410e+02
8.068835068e-05	2.734294333e+02
8.272339569e-05	2.800930933e+02
8.480976668e-05	2.869182098e+02
8.694875813e-05	2.939099010e+02
8.914169720e-05	3.010719262e+02
9.138994449e-05	3.084087597e+02
9.369489495e-05	3.159233934e+02
9.605797868e-05	3.236209585e+02
9.848066186e-05	3.315062843e+02
1.009644477e-04	3.395834782e+02
1.035108771e-04	3.478568757e+02
1.061215303e-04	3.563317055e+02
1.087980268e-04	3.650133429e+02
1.115420274e-04	3.739058685e+02
1.143552345e-04	3.830139299e+02
1.172393938e-04	3.923443551e+02
1.201962945e-04	4.019015386e+02
1.232277714e-04	4.116911257e+02
1.263357053e-04	4.217185622e+02
1.295220245e-04	4.319898436e+02
1.327887061e-04	4.425109584e+02
1.361377769e-04	4.532877401e+02
1.395713147e-04	4.643261872e+02
1.430914499e-04	4.756329924e+02
1.467003667e-04	4.872147305e+02
1.504003041e-04	4.990348396e+02
1.541935579e-04	5.111835919e+02
1.580824815e-04	5.236273873e+02
1.620694878e-04	5.363730275e+02
1.661570506e-04	5.494279793e+02
1.703477061e-04	5.627997189e+02
1.746440543e-04	5.764950730e+02
1.790487609e-04	5.905229979e+02
1.835645588e-04	6.048906147e+02
1.881942499e-04	6.196065624e+02
1.929407067e-04	6.346790832e+02
1.978068741e-04	6.501168013e+02
2.027957714e-04	6.659283044e+02
2.079104939e-04	6.821220158e+02
2.131542151e-04	6.987079713e+02
2.185301884e-04	7.156948620e+02
2.240417495e-04	7.330920993e+02
2.296923179e-04	7.509100699e+02
2.354853995e-04	7.691583109e+02
2.414245888e-04	7.878474022e+02
2.475135707e-04	8.069875638e+02
2.537561231e-04	8.265890978e+02
2.601561192e-04	8.466636081e+02
2.667175300e-04	8.672221497e+02
2.734444264e-04	8.882753193e+02
2.803409823e-04	9.098349950e+02
2.874114765e-04	9.319128953e+02
2.946602960e-04	9.545225036e+02
3.020919384e-04	9.776750386e+02
3.097110146e-04	1.001384154e+03
3.175222519e-04	1.025661109e+03
3.255304968e-04	1.050519913e+03
3.337407181e-04	1.075974452e+03
3.421580098e-04	1.102038455e+03
3.507875944e-04	1.128725970e+03
3.596348262e-04	1.156051415e+03
3.687051945e-04	1.184029396e+03
3.780043270e-04	1.212673619e+03
3.875379935e-04	1.242000699e+03
3.973121090e-04	1.272025948e+03
4.073327380e-04	1.302764968e+03
4.176060977e-04	1.334235073e+03
4.281385624e-04	1.366451409e+03
4.389366670e-04	1.399431154e+03
4.500071111e-04	1.433190268e+03
4.613567634e-04	1.467747445e+03
4.729926659e-04	1.503122161e+03
4.849220380e-04	1.539329595e+03
4.971522815e-04	1.576391328e+03
5.096909846e-04	1.614320844e+03
5.225459269e-04	1.653142317e+03
5.357250844e-04	1.692872091e+03
5.492366341e-04	1.733533008e+03
5.630889593e-04	1.775143935e+03
5.772906546e-04	1.817727832e+03
5.918505317e-04	1.861296279e+03
6.067776242e-04	1.905879599e+03
6.220811936e-04	1.951496850e+03
6.377707351e-04	1.998170387e+03
6.538559834e-04	2.045922433e+03
6.703469185e-04	2.094775669e+03
6.872537724e-04	2.144753312e+03
7.045870349e-04	2.195871599e+03
7.223574604e-04	2.248163444e+03
7.405760748e-04	2.301650897e+03
7.592541818e-04	2.356356898e+03
7.784033703e-04	2.412308352e+03
7.980355214e-04	2.469525452e+03
8.181628160e-04	2.528035238e+03
8.387977422e-04	2.587865210e+03
8.599531028e-04	2.649040186e+03
8.816420239e-04	2.711588355e+03
9.038779624e-04	2.775533424e+03
