1.000000e-03 2.433450e+03 9.999872e-01 2.433450e+03 2.433419e+03 
1.008562e-03 2.452832e+03 9.999873e-01 2.452832e+03 2.452801e+03 
1.017198e-03 2.472359e+03 9.999874e-01 2.472359e+03 2.472328e+03 
1.025907e-03 2.492031e+03 9.999875e-01 2.492031e+03 2.492000e+03 
1.034691e-03 2.511850e+03 9.999876e-01 2.511850e+03 2.511818e+03 
1.043550e-03 2.531815e+03 9.999877e-01 2.531815e+03 2.531784e+03 
1.052485e-03 2.551930e+03 9.999878e-01 2.551930e+03 2.551898e+03 
1.061497e-03 2.572193e+03 9.999879e-01 2.572193e+03 2.572162e+03 
1.070586e-03 2.592606e+03 9.999880e-01 2.592606e+03 2.592575e+03 
1.079752e-03 2.613170e+03 9.999881e-01 2.613170e+03 2.613139e+03 
1.088997e-03 2.633886e+03 9.999882e-01 2.633886e+03 2.633855e+03 
1.098321e-03 2.654754e+03 9.999883e-01 2.654754e+03 2.654723e+03 
1.107725e-03 2.675777e+03 9.999884e-01 2.675777e+03 2.675746e+03 
1.117210e-03 2.696953e+03 9.999884e-01 2.696953e+03 2.696922e+03 
1.126776e-03 2.718285e+03 9.999885e-01 2.718285e+03 2.718254e+03 
1.136423e-03 2.739774e+03 9.999886e-01 2.739774e+03 2.739743e+03 
1.146153e-03 2.761419e+03 9.999887e-01 2.761419e+03 2.761388e+03 
1.155967e-03 2.783223e+03 9.999888e-01 2.783223e+03 2.783192e+03 
1.165865e-03 2.805186e+03 9.999889e-01 2.805186e+03 2.805155e+03 
1.175847e-03 2.827309e+03 9.999890e-01 2.827309e+03 2.827277e+03 
1.185915e-03 2.849592e+03 9.999890e-01 2.849592e+03 2.849561e+03 
1.196069e-03 2.872037e+03 9.999891e-01 2.872037e+03 2.872006e+03 
1.206310e-03 2.894645e+03 9.999892e-01 2.894645e+03 2.894614e+03 
1.216638e-03 2.917417e+03 9.999893e-01 2.917417e+03 2.917385e+03 
1.227055e-03 2.940352e+03 9.999894e-01 2.940352e+03 2.940321e+03 
1.237562e-03 2.963454e+03 9.999894e-01 2.963454e+03 2.963422e+03 
1.248158e-03 2.986721e+03 9.999895e-01 2.986721e+03 2.986690e+03 
1.258845e-03 3.010156e+03 9.999896e-01 3.010156e+03 3.010125e+03 
1.269623e-03 3.033759e+03 9.999897e-01 3.033759e+03 3.033727e+03 
1.280494e-03 3.057530e+03 9.999898e-01 3.057530e+03 3.057499e+03 
1.291458e-03 3.081472e+03 9.999898e-01 3.081472e+03 3.081441e+03 
1.302515e-03 3.105584e+03 9.999899e-01 3.105584e+03 3.105553e+03 
1.313668e-03 3.129868e+03 9.999900e-01 3.129868e+03 3.129837e+03 
1.324916e-03 3.154325e+03 9.999901e-01 3.154325e+03 3.154294e+03 
1.336260e-03 3.178955e+03 9.999901e-01 3.178955e+03 3.178924e+03 
1.347701e-03 3.203759e+03 9.999902e-01 3.203759e+03 3.203728e+03 
1.359240e-03 3.228739e+03 9.999903e-01 3.228739e+03 3.228708e+03 
1.370878e-03 3.253895e+03 9.999903e-01 3.253895e+03 3.253864e+03 
1.382616e-03 3.279228e+03 9.999904e-01 3.279228e+03 3.279196e+03 
1.394454e-03 3.304739e+03 9.999905e-01 3.304739e+03 3.304707e+03 
1.406394e-03 3.330428e+03 9.999906e-01 3.330428e+03 3.330397e+03 
1.418435e-03 3.356297e+03 9.999906e-01 3.356297e+03 3.356266e+03 
1.430580e-03 3.382347e+03 9.999907e-01 3.382347e+03 3.382316e+03 
1.442829e-03 3.408578e+03 9.999908e-01 3.408578e+03 3.408547e+03 
1.455183e-03 3.434992e+03 9.999908e-01 3.434992e+03 3.434960e+03 
1.467642e-03 3.461588e+03 9.999909e-01 3.461588e+03 3.461557e+03 
1.480209e-03 3.488369e+03 9.999910e-01 3.488369e+03 3.488337e+03 
1.492882e-03 3.515334e+03 9.999910e-01 3.515334e+03 3.515303e+03 
1.505665e-03 3.542485e+03 9.999911e-01 3.542485e+03 3.542454e+03 
1.518557e-03 3.569823e+03 9.999912e-01 3.569823e+03 3.569792e+03 
1.531559e-03 3.597348e+03 9.999912e-01 3.597348e+03 3.597317e+03 
1.544672e-03 3.625059e+03 9.999913e-01 3.625059e+03 3.625028e+03 
1.557898e-03 3.652959e+03 9.999914e-01 3.652959e+03 3.652928e+03 
1.571237e-03 3.681049e+03 9.999914e-01 3.681049e+03 3.681018e+03 
1.584690e-03 3.709330e+03 9.999915e-01 3.709330e+03 3.709298e+03 
1.598258e-03 3.737802e+03 9.999916e-01 3.737802e+03 3.737771e+03 
1.611943e-03 3.766467e+03 9.999916e-01 3.766467e+03 3.766435e+03 
1.625745e-03 3.795324e+03 9.999917e-01 3.795324e+03 3.795293e+03 
1.639665e-03 3.824376e+03 9.999917e-01 3.824376e+03 3.824345e+03 
1.653704e-03 3.853623e+03 9.999918e-01 3.853623e+03 3.853591e+03 
1.667863e-03 3.883065e+03 9.999919e-01 3.883065e+03 3.883033e+03 
1.682143e-03 3.912703e+03 9.999919e-01 3.912703e+03 3.912672e+03 
1.696546e-03 3.942539e+03 9.999920e-01 3.942539e+03 3.942507e+03 
1.711072e-03 3.972572e+03 9.999920e-01 3.972572e+03 3.972541e+03 
1.725723e-03 4.002804e+03 9.999921e-01 4.002804e+03 4.002773e+03 
1.740499e-03 4.033236e+03 9.999922e-01 4.033236e+03 4.033204e+03 
1.755401e-03 4.063868e+03 9.999922e-01 4.063868e+03 4.063836e+03 
1.770431e-03 4.094700e+03 9.999923e-01 4.094700e+03 4.094668e+03 
1.785590e-03 4.125734e+03 9.999923e-01 4.125734e+03 4.125702e+03 
1.800879e-03 4.156970e+03 9.999924e-01 4.156970e+03 4.156939e+03 
1.816298e-03 4.188410e+03 9.999924e-01 4.188410e+03 4.188378e+03 
1.831849e-03 4.220053e+03 9.999925e-01 4.220053e+03 4.220021e+03 
1.847534e-03 4.251901e+03 9.999926e-01 4.251901e+03 4.251869e+03 
1.863353e-03 4.283953e+03 9.999926e-01 4.283953e+03 4.283922e+03 
1.879307e-03 4.316212e+03 9.999927e-01 4.316212e+03 4.316180e+03 
1.895398e-03 4.348677e+03 9.999927e-01 4.348677e+03 4.348645e+03 
1.911627e-03 4.381349e+03 9.999928e-01 4.381349e+03 4.381317e+03 
1.927995e-03 4.414228e+03 9.999928e-01 4.414228e+03 4.414196e+03 
1.944502e-03 4.447316e+03 9.999929e-01 4.447316e+03 4.447284e+03 
1.961151e-03 4.480613e+03 9.999929e-01 4.480613e+03 4.480581e+03 
1.977943e-03 4.514119e+03 9.999930e-01 4.514119e+03 4.514088e+03 
1.994879e-03 4.547836e+03 9.999930e-01 4.547836e+03 4.547804e+03 
2.011959e-03 4.581763e+03 9.999931e-01 4.581763e+03 4.581732e+03 
2.029186e-03 4.615902e+03 9.999931e-01 4.615902e+03 4.615870e+03 
2.046560e-03 4.650252e+03 9.999932e-01 4.650252e+03 4.650221e+03 
