# Matter power spectrum P(k) at redshift z=1
# for k=1.06363e-05 to 30.0862 h/Mpc,
# number of wavenumbers equal to 1159
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.063633807040e-05       1.587744750766e+01 
       1.075950106057e-05       1.605521216094e+01 
       1.088409021096e-05       1.623497433221e+01 
       1.101012203572e-05       1.641674057586e+01 
       1.113761324023e-05       1.660054772014e+01 
       1.126658072331e-05       1.678641112265e+01 
       1.139704157946e-05       1.697435640287e+01 
       1.152901310113e-05       1.716440398954e+01 
       1.166251278100e-05       1.735658385055e+01 
       1.179755831430e-05       1.755091493384e+01 
       1.193416760118e-05       1.774742289936e+01 
       1.207235874905e-05       1.794613296034e+01 
       1.221215007499e-05       1.814706540937e+01 
       1.235356010820e-05       1.835024862961e+01 
       1.249660759242e-05       1.855570863679e+01 
       1.264131148844e-05       1.876346460556e+01 
       1.278769097660e-05       1.897355584488e+01 
       1.293576545936e-05       1.918599501490e+01 
       1.308555456381e-05       1.940080710073e+01 
       1.323707814435e-05       1.961803305323e+01 
       1.339035628525e-05       1.983769424473e+01 
       1.354540930338e-05       2.005981156437e+01 
       1.370225775084e-05       2.028441760263e+01 
       1.386092241773e-05       2.051153862601e+01 
       1.402142433486e-05       2.074119578063e+01 
       1.418378477661e-05       2.097343830735e+01 
       1.434802526366e-05       2.120827730075e+01 
       1.451416756592e-05       2.144574562265e+01 
       1.468223370537e-05       2.168587146542e+01 
       1.485224595900e-05       2.192868408685e+01 
       1.502422686173e-05       2.217422699498e+01 
       1.519819920947e-05       2.242251148489e+01 
       1.537418606205e-05       2.267358482710e+01 
       1.555221074634e-05       2.292746329352e+01 
       1.573229685931e-05       2.318419062033e+01 
       1.591446827120e-05       2.344378651758e+01 
       1.609874912862e-05       2.370629983433e+01 
       1.628516385779e-05       2.397174802776e+01 
       1.647373716780e-05       2.424017168899e+01 
       1.666449405382e-05       2.451160111452e+01 
       1.685745980048e-05       2.478607028460e+01 
       1.705265998518e-05       2.506361136598e+01 
       1.725012048149e-05       2.534426948471e+01 
       1.744986746258e-05       2.562806846622e+01 
       1.765192740471e-05       2.591504665733e+01 
       1.785632709069e-05       2.620523396743e+01 
       1.806309361349e-05       2.649867801514e+01 
       1.827225437978e-05       2.679541483928e+01 
       1.848383711359e-05       2.709546707904e+01 
       1.869786986000e-05       2.739889004185e+01 
       1.891438098880e-05       2.770570305821e+01 
       1.913339919831e-05       2.801596484081e+01 
       1.935495351916e-05       2.832969159895e+01 
       1.957907331814e-05       2.864694246150e+01 
       1.980578830208e-05       2.896773948576e+01 
       2.003512852181e-05       2.929213834047e+01 
       2.026712437612e-05       2.962016903184e+01 
       2.050180661581e-05       2.995187813438e+01 
       2.073920634776e-05       3.028730342390e+01 
       2.097935503905e-05       3.062648580158e+01 
       2.122228452113e-05       3.096946846348e+01 
       2.146802699403e-05       3.131629928666e+01 
       2.171661503066e-05       3.166701444024e+01 
       2.196808158109e-05       3.202165979921e+01 
       2.222245997693e-05       3.238028025766e+01 
       2.247978393578e-05       3.274292035877e+01 
       2.274008756564e-05       3.310962219686e+01 
       2.300340536947e-05       3.348043550300e+01 
       2.326977224977e-05       3.385540775776e+01 
       2.353922351317e-05       3.423458167434e+01 
       2.381179487515e-05       3.461800382519e+01 
       2.408752246476e-05       3.500573075899e+01 
       2.436644282937e-05       3.539779512240e+01 
       2.464859293959e-05       3.579426148676e+01 
       2.493401019411e-05       3.619517017213e+01 
       2.522273242466e-05       3.660057427784e+01 
       2.551479790109e-05       3.701052295546e+01 
       2.581024533633e-05       3.742506513832e+01 
       2.610911389164e-05       3.784426041694e+01 
       2.641144318172e-05       3.826815664168e+01 
       2.671727327998e-05       3.869680306070e+01 
       2.702664472387e-05       3.913025509981e+01 
       2.733959852025e-05       3.956856701066e+01 
       2.765617615080e-05       4.001179986055e+01 
       2.797641957754e-05       4.045999671424e+01 
       2.830037124839e-05       4.091322457845e+01 
       2.862807410280e-05       4.137153430402e+01 
       2.895957157743e-05       4.183498477207e+01 
       2.929490761189e-05       4.230363345212e+01 
       2.963412665463e-05       4.277753921390e+01 
       2.997727366876e-05       4.325676102547e+01 
       3.032439413805e-05       4.374135992447e+01 
       3.067553407293e-05       4.423139421120e+01 
       3.103074001662e-05       4.472692631206e+01 
       3.139005905129e-05       4.522801818484e+01 
       3.175353880429e-05       4.573473223798e+01 
       3.212122745447e-05       4.624713201717e+01 
       3.249317373855e-05       4.676528195119e+01 
       3.286942695761e-05       4.728924694057e+01 
       3.325003698362e-05       4.781909285356e+01 
       3.363505426601e-05       4.835488398343e+01 
       3.402452983841e-05       4.889668947688e+01 
       3.441851532539e-05       4.944457669777e+01 
       3.481706294930e-05       4.999861476777e+01 
       3.522022553718e-05       5.055887041612e+01 
       3.562805652781e-05       5.112541801434e+01 
       3.604060997874e-05       5.169832583489e+01 
       3.645794057349e-05       5.227766617764e+01 
       3.688010362877e-05       5.286351218812e+01 
       3.730715510184e-05       5.345593681247e+01 
       3.773915159791e-05       5.405501516793e+01 
       3.817615037765e-05       5.466082136478e+01 
       3.861820936476e-05       5.527343271051e+01 
       3.906538715370e-05       5.589292516911e+01 
       3.951774301739e-05       5.651937633525e+01 
       3.997533691512e-05       5.715286614170e+01 
       4.043822950045e-05       5.779347261406e+01 
       4.090648212930e-05       5.844127863824e+01 
       4.138015686805e-05       5.909636400439e+01 
       4.185931650177e-05       5.975881059903e+01 
       4.234402454256e-05       6.042870339392e+01 
       4.283434523793e-05       6.110612756904e+01 
       4.333034357936e-05       6.179116587898e+01 
       4.383208531091e-05       6.248390475071e+01 
       4.433963693788e-05       6.318443320835e+01 
       4.485306573570e-05       6.389284044439e+01 
       4.537243975880e-05       6.460921291708e+01 
       4.589782784965e-05       6.533364229651e+01 
       4.642929964787e-05       6.606621997925e+01 
       4.696692559946e-05       6.680703932457e+01 
       4.751077696616e-05       6.755619262225e+01 
       4.806092583490e-05       6.831377520277e+01 
       4.861744512729e-05       6.907988312284e+01 
       4.918040860937e-05       6.985461292953e+01 
       4.974989090135e-05       7.063806273849e+01 
       5.032596748748e-05       7.143033225485e+01 
       5.090871472608e-05       7.223152084857e+01 
       5.149820985968e-05       7.304173177883e+01 
       5.209453102522e-05       7.386106619090e+01 
       5.269775726442e-05       7.468962835174e+01 
       5.330796853426e-05       7.552752345316e+01 
       5.392524571759e-05       7.637485853643e+01 
       5.454967063383e-05       7.723174011813e+01 
       5.518132604983e-05       7.809827748773e+01 
       5.582029569082e-05       7.897458217679e+01 
       5.646666425155e-05       7.986076494268e+01 
       5.712051740746e-05       8.075693827225e+01 
       5.778194182608e-05       8.166321699886e+01 
       5.845102517850e-05       8.257971522229e+01 
       5.912785615100e-05       8.350655183544e+01 
       5.981252445679e-05       8.444384296677e+01 
       6.050512084791e-05       8.539171042427e+01 
       6.120573712725e-05       8.635027472629e+01 
       6.191446616076e-05       8.731965789747e+01 
       6.263140188970e-05       8.829998510381e+01 
       6.335663934311e-05       8.929138126207e+01 
       6.409027465045e-05       9.029397175746e+01 
       6.483240505426e-05       9.130788989856e+01 
       6.558312892315e-05       9.233326101121e+01 
       6.634254576474e-05       9.337021647212e+01 
       6.711075623890e-05       9.441889328378e+01 
       6.788786217112e-05       9.547942552221e+01 
       6.867396656593e-05       9.655194801428e+01 
       6.946917362063e-05       9.763659950200e+01 
       7.027358873904e-05       9.873352221637e+01 
       7.108731854552e-05       9.984285185459e+01 
       7.191047089908e-05       1.009647375653e+02 
       7.274315490767e-05       1.020993212732e+02 
       7.358548094264e-05       1.032467534488e+02 
       7.443756065341e-05       1.044071762697e+02 
       7.529950698221e-05       1.055807457022e+02 
       7.617143417910e-05       1.067676109082e+02 
       7.705345781709e-05       1.079679267124e+02 
       7.794569480745e-05       1.091818497206e+02 
       7.884826341523e-05       1.104095367614e+02 
       7.976128327492e-05       1.116511481381e+02 
       8.068487540631e-05       1.129068453068e+02 
       8.161916223055e-05       1.141767932480e+02 
       8.256426758633e-05       1.154611558406e+02 
       8.352031674634e-05       1.167601024214e+02 
       8.448743643388e-05       1.180738023312e+02 
       8.546575483960e-05       1.194024280638e+02 
       8.645540163856e-05       1.207461526546e+02 
       8.745650800735e-05       1.221051543687e+02 
       8.846920664155e-05       1.234796088908e+02 
       8.949363177327e-05       1.248696986506e+02 
       9.052991918894e-05       1.262756069243e+02 
       9.157820624734e-05       1.276975201045e+02 
       9.263863189778e-05       1.291356224141e+02 
       9.371133669854e-05       1.305901064031e+02 
       9.479646283548e-05       1.320611626096e+02 
       9.589415414088e-05       1.335489881160e+02 
       9.700455611255e-05       1.350537781042e+02 
       9.812781593306e-05       1.365757328469e+02 
       9.926408248928e-05       1.381150547995e+02 
       1.004135063921e-04       1.396719482136e+02 
       1.015762399965e-04       1.412466215820e+02 
       1.027524374214e-04       1.428392837239e+02 
       1.039422545706e-04       1.444501472405e+02 
       1.051458491531e-04       1.460794286132e+02 
       1.063633807040e-04       1.477273449406e+02 
       1.075950106057e-04       1.493941172621e+02 
       1.088409021096e-04       1.510799694580e+02 
       1.101012203572e-04       1.527851281523e+02 
       1.113761324023e-04       1.545098223996e+02 
       1.126658072331e-04       1.562542846835e+02 
       1.139704157946e-04       1.580187506934e+02 
       1.152901310113e-04       1.598034573681e+02 
       1.166251278100e-04       1.616086478486e+02 
       1.179755831430e-04       1.634345664949e+02 
       1.193416760118e-04       1.652814596169e+02 
       1.207235874905e-04       1.671495784747e+02 
       1.221215007499e-04       1.690391782623e+02 
       1.235356010820e-04       1.709505151510e+02 
       1.249660759242e-04       1.728838494146e+02 
       1.264131148844e-04       1.748394463283e+02 
       1.278769097660e-04       1.768175731356e+02 
       1.293576545936e-04       1.788184989150e+02 
       1.308555456381e-04       1.808425003965e+02 
       1.323707814435e-04       1.828898521127e+02 
       1.339035628525e-04       1.849608391796e+02 
       1.354540930338e-04       1.870557438485e+02 
       1.370225775084e-04       1.891748565299e+02 
       1.386092241773e-04       1.913184679900e+02 
       1.402142433486e-04       1.934868758901e+02 
       1.418378477661e-04       1.956803798055e+02 
       1.434802526366e-04       1.978992824794e+02 
       1.451416756592e-04       2.001438936463e+02 
       1.468223370537e-04       2.024145227934e+02 
       1.485224595900e-04       2.047114874376e+02 
       1.502422686173e-04       2.070351060368e+02 
       1.519819920947e-04       2.093857027922e+02 
       1.537418606205e-04       2.117636048893e+02 
       1.555221074634e-04       2.141691455116e+02 
       1.573229685932e-04       2.166026602000e+02 
       1.591446827120e-04       2.190644898504e+02 
       1.609874912862e-04       2.215549790695e+02 
       1.628516385779e-04       2.240744774344e+02 
       1.647373716780e-04       2.266233381740e+02 
       1.666449405382e-04       2.292019180846e+02 
       1.685745980049e-04       2.318105822579e+02 
       1.705265998518e-04       2.344496952978e+02 
       1.725012048149e-04       2.371196300270e+02 
