# Matter power spectrum P(k) at redshift z=0.5
# for k=1.06363e-05 to 30.0862 h/Mpc,
# number of wavenumbers equal to 1159
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.063633807040e-05       2.527151519625e+01 
       1.075950106057e-05       2.555446998880e+01 
       1.088409021096e-05       2.584061403807e+01 
       1.101012203572e-05       2.612992459931e+01 
       1.113761324023e-05       2.642250247901e+01 
       1.126658072331e-05       2.671835113540e+01 
       1.139704157946e-05       2.701751301594e+01 
       1.152901310113e-05       2.732002125183e+01 
       1.166251278100e-05       2.762592538156e+01 
       1.179755831430e-05       2.793525316731e+01 
       1.193416760118e-05       2.824804685209e+01 
       1.207235874905e-05       2.856435097729e+01 
       1.221215007499e-05       2.888418752839e+01 
       1.235356010820e-05       2.920760836147e+01 
       1.249660759242e-05       2.953466808415e+01 
       1.264131148844e-05       2.986535250568e+01 
       1.278769097660e-05       3.019978558906e+01 
       1.293576545936e-05       3.053794068091e+01 
       1.308555456381e-05       3.087987530420e+01 
       1.323707814435e-05       3.122564415280e+01 
       1.339035628525e-05       3.157531446384e+01 
       1.354540930338e-05       3.192888133859e+01 
       1.370225775084e-05       3.228640861049e+01 
       1.386092241773e-05       3.264794004840e+01 
       1.402142433486e-05       3.301350838564e+01 
       1.418378477661e-05       3.338320685458e+01 
       1.434802526366e-05       3.375702333995e+01 
       1.451416756592e-05       3.413502946284e+01 
       1.468223370537e-05       3.451726246114e+01 
       1.485224595900e-05       3.490378962050e+01 
       1.502422686173e-05       3.529465550356e+01 
       1.519819920947e-05       3.568988871948e+01 
       1.537418606205e-05       3.608956108817e+01 
       1.555221074634e-05       3.649369551162e+01 
       1.573229685931e-05       3.690237384477e+01 
       1.591446827120e-05       3.731559751043e+01 
       1.609874912862e-05       3.773350006631e+01 
       1.628516385779e-05       3.815606576353e+01 
       1.647373716780e-05       3.858336429517e+01 
       1.666449405382e-05       3.901544742759e+01 
       1.685745980048e-05       3.945237680195e+01 
       1.705265998518e-05       3.989418444258e+01 
       1.725012048149e-05       4.034095565013e+01 
       1.744986746258e-05       4.079276082652e+01 
       1.765192740471e-05       4.124960681595e+01 
       1.785632709069e-05       4.171155927408e+01 
